Id,Building_Class,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Lane_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,House_Condition,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Grade_Living_Area,Underground_Full_Bathroom,Underground_Half_Bathroom,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Area,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Pool_Quality,Fence_Quality,Miscellaneous_Feature,Miscellaneous_Value,Month_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
473,180,RMD,35,3675,Paved,NA,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,SS,VinylSd,VinylSd,BrkFace,80,TA,TA,PC,Gd,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,TF,0,NA,Basment,2005,RFn,2,823.9292695,TA,TA,Y,-12.87964551,15.56981309,5.997895222,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,148000
474,20,RLD,110,14977,Paved,NA,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,SS,VinylSd,VinylSd,BrkFace,304,Gd,TA,PC,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,TF,1,Ex,Attchd,2006,RFn,3,287.8918094,TA,TA,Y,-100.4462962,3.169657532,63.28809643,0,0,0,NA,NA,NA,0,7,2007,New,Partial,440000
475,120,RLD,41,5330,Paved,NA,Reg,Lvl,AllPub,I,GS,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,SS,CemntBd,CmentBd,None,0,Gd,TA,PC,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,TF,0,NA,Attchd,2000,RFn,2,595.0849942,TA,TA,Y,95.42733424,-9.642786892,88.585672,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,251000
476,20,RLD,80,8480,Paved,NA,Reg,Lvl,AllPub,C,GS,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,SS,HdBoard,HdBoard,None,0,TA,TA,CB,TA,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,TF,0,NA,Detchd,1996,Unf,2,503.4892796,TA,TA,Y,7.738966861,109.2596439,21.99057304,0,192,0,NA,NA,NA,0,7,2007,WD,Normal,132500
477,20,RLD,75,13125,Paved,NA,Reg,Lvl,AllPub,I,MS,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,SS,VinylSd,VinylSd,BrkFace,215,TA,TA,PC,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,TF,1,TA,Attchd,1997,Fin,2,800.7372948,TA,TA,Y,-0.278862515,121.5925398,76.46629554,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,208900
478,60,RLD,105,13693,Paved,NA,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,SS,VinylSd,VinylSd,BrkFace,772,Ex,TA,PC,Gd,TA,Av,Unf,0,Unf,0,2153,2153,GasA,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,TF,1,Gd,BuiltIn,2006,Fin,3,608.3851584,TA,TA,Y,99.09988639,-74.70280685,46.39211016,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,380000
479,20,RLD,79,10637,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,SS,VinylSd,VinylSd,Stone,336,Gd,TA,PC,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,TF,1,Gd,Attchd,2007,RFn,3,532.9447967,TA,TA,Y,77.04261445,102.7520864,6.205969025,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,297000
480,30,RMD,50,5925,Paved,NA,Reg,Bnk,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,SS,Stucco,Stucco,BrkCmn,435,TA,TA,BT,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,TF,0,NA,Detchd,1995,Unf,2,590.0929996,TA,TA,Y,185.1832879,33.86394327,46.22231684,0,0,0,NA,MnPrv,NA,0,3,2007,WD,Alloca,89471
481,20,RLD,98,16033,Paved,NA,IR1,Lvl,AllPub,FR2P,GS,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,SS,VinylSd,VinylSd,BrkFace,378,Gd,TA,PC,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,TF,1,Gd,Attchd,2004,Fin,3,558.4544849,TA,TA,Y,62.88909256,95.33198843,91.75763324,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,326000
482,20,RLD,72,11846,Paved,NA,IR1,HLS,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,SS,VinylSd,VinylSd,BrkFace,562,Gd,TA,PC,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,TF,1,Gd,Attchd,2003,Fin,3,397.02137,TA,TA,Y,22.967528,110.503073,-12.40625371,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,374000
483,70,RMD,50,2500,Paved,Paved,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,SS,Stucco,Stucco,None,0,Gd,TA,PC,TA,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,MD2,1,Gd,Attchd,1915,Unf,1,99.33760771,Fa,Fa,Y,118.797678,-19.31661395,75.34836739,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,155000
484,120,RMD,32,4500,Paved,NA,Reg,Lvl,AllPub,FR2P,GS,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,SS,VinylSd,VinylSd,BrkFace,116,TA,TA,PC,Ex,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,TF,0,NA,Attchd,1998,Unf,2,490.3080928,TA,TA,Y,236.5717194,-42.47406785,-12.31285273,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,164000
485,20,RLD,NA,7758,Paved,NA,IR1,Lvl,AllPub,C,GS,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,SS,HdBoard,Plywood,None,0,TA,Gd,CB,TA,TA,No,ALQ,588,Unf,0,411,999,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Gd,6,TF,0,NA,Detchd,1963,Unf,1,153.5236518,TA,TA,Y,139.8424148,99.60701965,41.44616984,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,132500
486,20,RLD,80,9600,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,SS,MetalSd,MetalSd,None,0,Gd,TA,CB,TA,TA,No,ALQ,607,Unf,0,506,1113,GasA,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,TF,1,Gd,Attchd,1950,Unf,1,81.61760396,TA,TA,Y,216.6340915,100.7305291,-21.86224257,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,147000
487,20,RLD,79,10289,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,SS,MetalSd,MetalSd,BrkFace,168,TA,TA,CB,TA,TA,No,ALQ,836,Unf,0,237,1073,GasA,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,TF,0,NA,Attchd,1965,RFn,2,510.1986192,TA,TA,Y,70.26521027,-25.74748781,46.14902184,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,156000
488,20,RLD,70,12243,Paved,NA,IR1,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,SS,Plywood,Plywood,None,0,TA,TA,CB,Gd,TA,Av,ALQ,998,Unf,0,486,1484,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,TF,1,TA,Attchd,1971,Unf,2,258.8721767,TA,TA,Y,101.2399334,-104.2800266,42.48352122,0,180,0,NA,NA,NA,0,2,2007,WD,Normal,175000
489,190,RLD,60,10800,Paved,NA,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,Fa,CB,TA,Fa,No,BLQ,664,Unf,0,290,954,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,MD,1,Gd,Attchd,1970,Unf,2,-59.87841229,TA,Fa,N,83.28290187,35.45910789,149.311241,0,0,0,NA,NA,NA,0,5,2006,ConLD,Normal,160000
490,180,RMD,21,1526,Paved,NA,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,SS,CemntBd,CmentBd,None,0,TA,Gd,CB,Gd,TA,Av,GLQ,515,Unf,0,115,630,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Gd,3,TF,0,NA,Attchd,1970,Unf,1,332.1293042,TA,TA,Y,278.1308352,-7.636437596,-37.05281564,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,86000
491,160,RMD,NA,2665,Paved,NA,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,SS,CemntBd,CmentBd,None,0,TA,TA,PC,Gd,TA,Mn,Unf,0,Unf,0,264,264,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,TF,1,Gd,BuiltIn,1976,Fin,1,122.6456011,TA,TA,Y,84.66027007,114.3483994,-0.308754502,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,115000
492,50,RLD,79,9490,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,TF,2,TA,Attchd,1941,Unf,1,850.7315674,TA,TA,Y,204.4475919,52.23126177,-44.14433067,0,0,0,NA,MnPrv,NA,0,8,2006,WD,Normal,133000
493,60,RLD,105,15578,Paved,NA,IR1,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,TA,8,TF,0,NA,Attchd,2006,RFn,2,374.1142101,TA,TA,Y,171.4267103,84.40478019,-55.79488354,0,0,0,NA,NA,NA,0,5,2006,New,Partial,172785
494,20,RLD,70,7931,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,SS,BrkFace,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,BLQ,374,LwQ,532,363,1269,GasA,TA,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,TA,6,TF,1,Fa,Detchd,1964,Unf,1,676.8230509,TA,TA,Y,-95.70732341,59.28114155,63.63346709,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,155000
495,30,RMD,50,5784,Paved,NA,Reg,Lvl,AllPub,I,GS,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,BT,Fa,TA,No,Unf,0,Unf,0,190,190,GasA,Gd,Y,FuseA,886,0,0,886,0,0,1,0,2,1,TA,4,TF,0,NA,Attchd,1938,Unf,1,478.3346786,TA,TA,Y,-48.12903497,8.685109274,62.38972833,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,91300
496,30,Commer,60,7879,Paved,NA,Reg,Lvl,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,Rec,495,Unf,0,225,720,GasA,TA,N,FuseA,720,0,0,720,0,0,1,0,2,1,TA,4,TF,0,NA,NA,NA,NA,0,386.3478988,NA,NA,N,-29.42776984,-82.61019805,60.56341854,0,0,0,NA,GdWo,NA,0,11,2009,WD,Abnorml,34900
497,20,RLD,NA,12692,Paved,NA,IR1,Lvl,AllPub,I,GS,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,SS,BrkFace,BrkFace,None,0,Gd,TA,PC,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,GasA,Ex,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,Gd,10,TF,1,Gd,Attchd,1992,RFn,2,507.4052313,TA,TA,Y,210.8117989,-39.79497575,-39.73431217,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,430000
498,50,RLD,60,9120,Paved,Paved,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,Gd,PC,TA,TA,No,Rec,329,Unf,0,697,1026,GasA,Ex,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,TA,8,TF,0,NA,Detchd,1925,Unf,1,579.1481666,TA,TA,N,79.46794357,110.2498234,104.0022977,0,0,0,NA,GdPrv,NA,0,6,2008,WD,Normal,184000
499,20,RLD,65,7800,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,SS,HdBoard,HdBoard,BrkFace,89,TA,TA,PC,TA,TA,No,ALQ,450,Unf,0,414,864,GasA,Ex,Y,SBrkr,899,0,0,899,0,0,1,0,3,1,Gd,5,TF,0,NA,Attchd,1967,Fin,1,577.8441536,TA,TA,Y,221.7475763,19.09938779,7.341114666,0,0,0,NA,MnPrv,NA,0,6,2009,WD,Normal,130000
500,20,RLD,70,7535,Paved,NA,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,CB,TA,TA,No,BLQ,111,LwQ,279,522,912,GasA,Fa,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,TA,5,TF,0,NA,Attchd,1958,Fin,1,479.4658292,TA,TA,Y,-37.34146873,32.51986494,-51.27506802,0,0,0,NA,MnWw,Shed,480,6,2007,WD,Normal,120000
501,160,RMD,21,1890,Paved,NA,Reg,Lvl,AllPub,I,GS,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,SS,HdBoard,HdBoard,BrkFace,285,TA,TA,CB,TA,TA,No,BLQ,356,Unf,0,316,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,TF,0,NA,Detchd,1973,Unf,1,399.6435182,TA,TA,Y,62.56360517,-16.63478734,63.97510306,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,113000
502,60,FVR,75,9803,Paved,NA,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,GLQ,400,Unf,0,466,866,GasA,Gd,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,TF,0,NA,Attchd,2005,RFn,2,419.1398385,TA,TA,Y,-37.95398313,37.97524746,-47.0904802,0,0,0,NA,NA,NA,0,2,2008,WD,Normal,226700
503,20,RLD,70,9170,Paved,NA,Reg,Lvl,AllPub,C,GS,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,SS,MetalSd,MetalSd,None,0,TA,TA,CB,TA,TA,No,ALQ,698,GLQ,96,420,1214,GasA,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,TA,6,TF,0,NA,Detchd,1965,Unf,2,657.951403,Fa,Fa,Y,253.1735484,3.006452027,-19.16667742,0,0,0,NA,GdPrv,Shed,400,4,2007,WD,Normal,140000
504,20,RLD,100,15602,Paved,NA,IR1,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,SS,BrkFace,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,ALQ,1247,Unf,0,254,1501,GasA,TA,Y,SBrkr,1801,0,0,1801,1,0,2,0,1,1,TA,6,TF,2,TA,Attchd,1959,Fin,2,604.8630918,TA,TA,Y,220.9557374,174.7797956,59.56970817,0,161,0,NA,GdWo,NA,0,3,2010,WD,Normal,289000
505,160,RLD,24,2308,Paved,NA,Reg,Lvl,AllPub,I,GS,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,SS,Plywood,Brk Cmn,None,0,TA,TA,CB,TA,TA,No,ALQ,257,Rec,495,103,855,GasA,TA,Y,SBrkr,855,467,0,1322,0,1,2,1,3,1,TA,6,TF,1,Fa,Attchd,1974,Unf,2,279.595533,TA,TA,Y,15.37353789,34.06678252,123.5638317,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,147000
506,90,RMD,60,7596,Paved,Grvl,Reg,Lvl,AllPub,I,GS,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,SS,Wd Sdng,Wd Sdng,BrkFace,360,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Gd,Y,SBrkr,960,1000,0,1960,0,0,2,0,4,2,TA,10,TF,0,NA,Detchd,1952,Unf,2,412.7227662,TA,TA,N,-1.457103204,35.83273036,106.8244785,0,0,0,NA,NA,NA,0,7,2009,COD,Normal,124500
507,60,RLD,80,9554,Paved,NA,IR1,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,SS,VinylSd,VinylSd,BrkFace,125,Gd,TA,PC,Gd,TA,No,GLQ,380,Unf,0,397,777,GasA,Ex,Y,SBrkr,1065,846,0,1911,0,0,2,1,3,1,Gd,8,TF,1,TA,Attchd,1993,RFn,2,768.6952405,TA,TA,Y,65.20522285,8.652611675,-26.88534967,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,215000
508,20,FVR,75,7862,Paved,NA,IR1,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,GLQ,27,Unf,0,1191,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,TF,0,NA,Attchd,2009,Fin,2,407.6677029,TA,TA,Y,-15.59949717,55.76698765,10.70164677,0,0,0,NA,NA,NA,0,9,2009,New,Partial,208300
509,70,RMD,60,9600,Paved,NA,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,SS,MetalSd,MetalSd,None,0,TA,Ex,BT,TA,TA,No,Rec,141,Unf,0,548,689,GasA,Ex,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,TF,1,Gd,Detchd,1928,Unf,2,495.3258701,TA,TA,N,83.39314099,69.19861118,-67.44467752,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,161000
510,20,RLD,80,9600,Paved,NA,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,SS,MetalSd,MetalSd,BrkFace,132,TA,TA,CB,TA,TA,No,ALQ,991,Unf,0,50,1041,GasA,Ex,Y,SBrkr,1041,0,0,1041,1,0,1,0,3,1,TA,6,TF,0,NA,Attchd,1959,RFn,1,517.0574383,TA,TA,Y,115.4569758,98.04011601,-25.27730232,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,124500
511,20,RLD,75,14559,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,SS,Wd Sdng,Wd Sdng,BrkCmn,70,Gd,TA,CB,TA,TA,No,BLQ,650,Rec,180,178,1008,GasA,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,6,MD1,2,TA,CarPort,1951,Unf,1,260.3518202,TA,TA,Y,38.84539488,69.128146,91.44487186,0,168,0,NA,NA,Shed,2000,6,2009,WD,Normal,164900
512,120,RLD,40,6792,Paved,NA,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,SS,VinylSd,VinylSd,Stone,94,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,TF,1,Gd,Attchd,2005,RFn,2,344.9581625,TA,TA,Y,129.3432796,45.63131606,78.4570883,0,0,0,NA,NA,NA,0,3,2006,New,Partial,202665
513,20,RLD,70,9100,Paved,NA,Reg,Lvl,AllPub,C,GS,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,TA,TA,No,BLQ,521,LwQ,174,169,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,TF,0,NA,Detchd,1964,Unf,2,520.9534676,TA,TA,Y,152.1094454,2.593985157,80.37552552,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,129900
514,20,RLD,71,9187,Paved,NA,Reg,Bnk,AllPub,C,GS,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,SS,VinylSd,VinylSd,None,0,TA,Gd,PC,TA,TA,No,ALQ,336,Unf,0,748,1084,GasA,TA,Y,SBrkr,1080,0,0,1080,0,0,1,1,3,1,TA,5,TF,0,NA,Attchd,1983,Unf,2,292.6832244,TA,TA,Y,45.26124032,33.2893511,51.59868034,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,134000
515,45,RLD,55,10594,Paved,NA,Reg,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,BT,TA,TA,No,Unf,0,Unf,0,768,768,Grav,Fa,N,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,TF,0,NA,Detchd,1926,Unf,1,514.4535404,Po,Po,Y,164.9224898,103.6113912,-70.32489383,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,96500
516,20,RLD,94,12220,Paved,NA,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,SS,CemntBd,CmentBd,BrkFace,305,Ex,TA,CB,Ex,TA,No,GLQ,1436,Unf,0,570,2006,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,TF,1,Gd,Attchd,2009,Fin,3,685.7039515,TA,TA,Y,284.4594425,84.56788223,18.09372509,0,0,0,NA,NA,NA,0,9,2009,New,Partial,402861
517,80,RLD,NA,10448,Paved,NA,IR1,Lvl,AllPub,C,GS,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,SS,HdBoard,HdBoard,BrkFace,333,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,689,689,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,TF,1,TA,Attchd,1972,RFn,2,538.9914655,TA,TA,Y,27.51734851,-50.36733664,39.0605704,0,0,0,NA,GdPrv,NA,0,8,2009,COD,Abnorml,158000
518,60,RLD,79,10208,Paved,NA,IR1,Lvl,AllPub,I,GS,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,SS,VinylSd,VinylSd,BrkFace,921,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,1264,1264,GasA,Ex,Y,SBrkr,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,TF,1,TA,Attchd,1996,RFn,3,326.5282679,TA,TA,Y,66.99425968,-0.73767802,-92.57606448,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,265000
519,60,RLD,NA,9531,Paved,NA,IR1,Lvl,AllPub,CulDSac,GS,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,Mn,GLQ,706,Unf,0,88,794,GasA,Ex,Y,SBrkr,882,914,0,1796,1,0,2,1,3,1,TA,7,TF,0,NA,Attchd,1998,RFn,2,623.3602758,TA,TA,Y,46.34045759,112.0784959,31.95096313,0,0,0,NA,MnPrv,NA,0,5,2007,WD,Normal,211000
520,70,RLD,53,10918,Paved,NA,Reg,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,SS,MetalSd,MetalSd,None,0,Gd,TA,BT,Gd,TA,No,Unf,0,Unf,0,1276,1276,GasA,Ex,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,Gd,9,TF,2,Gd,Detchd,1926,Unf,1,582.946172,TA,TA,Y,131.4147407,-135.7050552,47.84337337,0,145,0,NA,MnPrv,NA,0,6,2009,WD,Normal,234000
521,190,RLD,60,10800,Paved,Grvl,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,BT,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,N,FuseA,694,600,0,1294,0,0,2,0,3,2,TA,7,TF,0,NA,NA,NA,NA,0,551.5084975,NA,NA,N,213.4096979,111.5368644,-9.954080596,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,106250
522,20,RLD,90,11988,Paved,NA,IR1,Lvl,AllPub,C,GS,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,TA,TA,No,Rec,777,Unf,0,467,1244,GasA,Ex,Y,FuseA,1244,0,0,1244,0,0,1,1,3,1,TA,6,TF,2,Gd,Attchd,1957,Unf,1,338.8231398,TA,TA,Y,108.6606125,179.857878,47.73132379,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,150000
